GO.ID	Term
GO:0046379	Extracellular polysaccharide metabolic process
GO:0046383	dTDP-rhamnose metabolic process
GO:0046385	Deoxyribose phosphate biosynthetic process
GO:0046386	Deoxyribose phosphate catabolic process
GO:0046390	Ribose phosphate biosynthetic process
GO:0046391	5-phosphoribose 1-diphosphate metabolic process
GO:0046392	Galactarate catabolic process
GO:0046394	Carboxylic acid biosynthetic process
GO:0046395	Carboxylic acid catabolic process
GO:0046396	D-galacturonate metabolic process
GO:0046397	Galacturonate catabolic process
GO:0046398	UDP-glucuronate metabolic process
GO:0046411	2-keto-3-deoxygluconate transmembrane transport
GO:0046415	Urate metabolic process
GO:0046416	D-amino acid metabolic process
GO:0046417	Chorismate metabolic process
GO:0046421	Methylisocitrate lyase activity
GO:0046428	1,4-dihydroxy-2-naphthoate octaprenyltransferase activity
GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
GO:0046434	Organophosphate catabolic process
GO:0046436	D-alanine metabolic process
GO:0046437	D-amino acid biosynthetic process
GO:0046440	L-lysine metabolic process
GO:0046443	FAD metabolic process
GO:0046444	FMN metabolic process
GO:0046451	Diaminopimelate metabolic process
GO:0046452	Dihydrofolate metabolic process
GO:0046459	Short-chain fatty acid metabolic process
GO:0046467	Membrane lipid biosynthetic process
GO:0046470	Phosphatidylcholine metabolic process
GO:0046471	Phosphatidylglycerol metabolic process
GO:0046473	Phosphatidic acid metabolic process
GO:0046474	Glycerophospholipid biosynthetic process
GO:0046483	Heterocycle metabolic process
GO:0046484	Oxazole or thiazole metabolic process
GO:0046486	Glycerolipid metabolic process
GO:0046487	Glyoxylate metabolic process
GO:0046488	Phosphatidylinositol metabolic process
GO:0046490	Isopentenyl diphosphate metabolic process
GO:0046491	L-methylmalonyl-CoA metabolic process
GO:0046493	Lipid A metabolic process
GO:0046496	Nicotinamide nucleotide metabolic process
GO:0046500	S-adenosylmethionine metabolic process
GO:0046501	Protoporphyrinogen IX metabolic process
GO:0046502	Uroporphyrinogen III metabolic process
GO:0046522	S-methyl-5-thioribose kinase activity
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046526	D-xylulose reductase activity
GO:0046527	Glucosyltransferase activity
GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity
GO:0046553	D-malate dehydrogenase (decarboxylating) activity
GO:0046555	Acetylxylan esterase activity
GO:0046556	alpha-L-arabinofuranosidase activity
GO:0046558	Arabinan endo-1,5-alpha-L-arabinosidase activity
GO:0046564	Oxalate decarboxylase activity
GO:0046570	Methylthioribulose 1-phosphate dehydratase activity
GO:0046592	Polyamine oxidase activity
GO:0046618	Xenobiotic export from cell
GO:0046653	Tetrahydrofolate metabolic process
GO:0046654	Tetrahydrofolate biosynthetic process
GO:0046655	Folic acid metabolic process
GO:0046656	Folic acid biosynthetic process
GO:0046677	Response to antibiotic
GO:0046679	Response to streptomycin
GO:0046685	Response to arsenic-containing substance
GO:0046686	Response to cadmium ion
GO:0046688	Response to copper ion
GO:0046700	Heterocycle catabolic process
GO:0046710	GDP metabolic process
GO:0046718	Viral entry into host cell
GO:0046777	Protein autophosphorylation
GO:0046820	4-amino-4-deoxychorismate synthase activity
GO:0046835	Carbohydrate phosphorylation
GO:0046838	Phosphorylated carbohydrate dephosphorylation
GO:0046854	Phosphatidylinositol phosphate biosynthetic process
GO:0046855	Inositol phosphate dephosphorylation
GO:0046857	Oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor
GO:0046870	Cadmium ion binding
GO:0046872	Metal ion binding
GO:0046873	Metal ion transmembrane transporter activity
GO:0046874	Quinolinate metabolic process
GO:0046890	Regulation of lipid biosynthetic process
GO:0046900	Tetrahydrofolylpolyglutamate metabolic process
GO:0046901	Tetrahydrofolylpolyglutamate biosynthetic process
GO:0046903	Secretion
GO:0046906	Tetrapyrrole binding
GO:0046907	Intracellular transport
GO:0046912	Acyltransferase activity, acyl groups converted into alkyl on transfer
GO:0046914	Transition metal ion binding
GO:0046915	Transition metal ion transmembrane transporter activity
GO:0046916	Cellular transition metal ion homeostasis
GO:0046933	Proton-transporting ATP synthase activity, rotational mechanism
GO:0046939	Nucleotide phosphorylation
GO:0046940	Nucleoside monophosphate phosphorylation
GO:0046942	Carboxylic acid transport
GO:0046943	Carboxylic acid transmembrane transporter activity
GO:0046950	Cellular ketone body metabolic process
GO:0046951	Ketone body biosynthetic process
GO:0046961	Proton-transporting ATPase activity, rotational mechanism
GO:0046983	Protein dimerization activity
GO:0047001	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity
GO:0047100	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity
GO:0047134	Protein-disulfide reductase (NAD(P)) activity
GO:0047150	Betaine-homocysteine S-methyltransferase activity
GO:0047151	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity
GO:0047200	Tetrahydrodipicolinate N-acetyltransferase activity
GO:0047228	1,2-diacylglycerol 3-glucosyltransferase activity
GO:0047244	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity
GO:0047265	Poly(glycerol-phosphate) alpha-glucosyltransferase activity
GO:0047298	(S)-3-amino-2-methylpropionate transaminase activity
GO:0047343	glucose-1-phosphate cytidylyltransferase activity
GO:0047348	glycerol-3-phosphate cytidylyltransferase activity
GO:0047355	CDP-glycerol glycerophosphotransferase activity
GO:0047419	N-acetylgalactosamine-6-phosphate deacetylase activity
GO:0047429	Nucleoside-triphosphate diphosphatase activity
GO:0047441	5-dehydro-2-deoxyphosphogluconate aldolase activity
GO:0047444	N-acylneuraminate-9-phosphate synthase activity
GO:0047448	5-dehydro-4-deoxyglucarate dehydratase activity
GO:0047451	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
GO:0047456	2-methylisocitrate dehydratase activity
GO:0047473	D-alanine [D-alanyl carrier protein] ligase activity
GO:0047480	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity
GO:0047490	Pectin lyase activity
GO:0047533	2,5-dioxovalerate dehydrogenase (NADP+) activity
GO:0047547	2-methylcitrate dehydratase activity
GO:0047575	4-carboxymuconolactone decarboxylase activity
GO:0047590	5-dehydro-2-deoxygluconokinase activity
GO:0047605	Acetolactate decarboxylase activity
GO:0047617	acyl-CoA hydrolase activity
GO:0047631	ADP-ribose diphosphatase activity
GO:0047652	Allantoate deiminase activity
GO:0047661	Amino-acid racemase activity
GO:0047679	Arginine racemase activity
GO:0047739	cephalosporin-C deacetylase activity
GO:0047761	Butyrate kinase activity
GO:0047780	Citrate dehydratase activity
GO:0047804	cysteine-S-conjugate beta-lyase activity
GO:0047809	D-2-hydroxy-acid dehydrogenase activity
GO:0047810	D-alanine:2-oxoglutarate aminotransferase activity
GO:0047828	D-lyxose ketol-isomerase activity
GO:0047844	Deoxycytidine deaminase activity
GO:0047847	Deoxyuridine phosphorylase activity
GO:0047911	Galacturan 1,4-alpha-galacturonidase activity
GO:0047934	Glucose 1-dehydrogenase (NAD+) activity
GO:0047935	Glucose 1-dehydrogenase (NADP+) activity
GO:0047936	Glucose 1-dehydrogenase [NAD(P)] activity
GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0047974	Guanosine deaminase activity
GO:0047982	Homocysteine desulfhydrase activity
GO:0048018	Receptor ligand activity
GO:0048027	mRNA 5-UTR binding
GO:0048029	Monosaccharide binding
GO:0048030	Disaccharide binding
GO:0048033	Heme O metabolic process
GO:0048034	Heme O biosynthetic process
GO:0048256	Flap endonuclease activity
GO:0048473	D-methionine transport
GO:0048500	Signal recognition particle
GO:0048518	Positive regulation of biological process
GO:0048519	Negative regulation of biological process
GO:0048522	Positive regulation of cellular process
GO:0048523	Negative regulation of cellular process
GO:0048583	Regulation of response to stimulus
GO:0048585	Negative regulation of response to stimulus
GO:0048646	Anatomical structure formation involved in morphogenesis
GO:0048856	Anatomical structure development
GO:0048869	Cellular developmental process
GO:0048870	Cell motility
GO:0048878	Chemical homeostasis
GO:0050048	L-leucine:2-oxoglutarate aminotransferase activity
GO:0050049	Leucine dehydrogenase activity
GO:0050053	Levansucrase activity
GO:0050066	Lysine 2,3-aminomutase activity
GO:0050071	Lysyltransferase activity
GO:0050081	maltose-6-phosphate glucosidase activity
GO:0050082	Maltose phosphorylase activity
GO:0050112	Inositol 2-dehydrogenase activity
GO:0050114	myo-inosose-2 dehydratase activity
GO:0050118	N-acetyldiaminopimelate deacetylase activity
GO:0050135	NAD(P)+ nucleosidase activity
GO:0050136	NADH dehydrogenase (quinone) activity
GO:0050145	Nucleoside monophosphate kinase activity
GO:0050155	Ornithine(lysine) transaminase activity
GO:0050157	Ornithine racemase activity
GO:0050182	Phosphate butyryltransferase activity
GO:0050308	Sugar-phosphatase activity
GO:0050311	Sulfite reductase (ferredoxin) activity
GO:0050313	Sulfur dioxygenase activity
GO:0050319	Tartrate decarboxylase activity
GO:0050334	Thiaminase activity
GO:0050380	Undecaprenyl-diphosphatase activity
GO:0050415	Formimidoylglutamase activity
GO:0050440	2-methylcitrate synthase activity
GO:0050480	Imidazolonepropionase activity
GO:0050486	Intramolecular transferase activity, transferring hydroxy groups
GO:0050492	glycerol-1-phosphate dehydrogenase [NAD(P)+] activity
GO:0050497	Alkylthioltransferase activity
GO:0050511	Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
GO:0050515	4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase activity
GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
GO:0050532	2-phosphosulfolactate phosphatase activity
GO:0050545	Sulfopyruvate decarboxylase activity
GO:0050560	aspartate-tRNA(Asn) ligase activity
GO:0050566	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050568	Protein-glutamine glutaminase activity
GO:0050608	Vanillin dehydrogenase activity
GO:0050660	Flavin adenine dinucleotide binding
GO:0050661	NADP binding
GO:0050664	Oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor
GO:0050667	Homocysteine metabolic process
GO:0050789	Regulation of biological process
GO:0050790	Regulation of catalytic activity
GO:0050793	Regulation of developmental process
GO:0050794	Regulation of cellular process
GO:0050801	Ion homeostasis
GO:0050830	Defense response to Gram-positive bacterium
GO:0050845	Teichuronic acid biosynthetic process
GO:0050846	Teichuronic acid metabolic process
GO:0050896	Response to stimulus
GO:0050897	Cobalt ion binding
GO:0050918	Positive chemotaxis
GO:0050992	Dimethylallyl diphosphate biosynthetic process
GO:0050993	Dimethylallyl diphosphate metabolic process
GO:0050997	Quaternary ammonium group binding
GO:0051009	O-acetylhomoserine sulfhydrylase activity
GO:0051018	Protein kinase A binding
GO:0051049	Regulation of transport
GO:0051050	Positive regulation of transport
GO:0051052	Regulation of DNA metabolic process
GO:0051053	Negative regulation of DNA metabolic process
GO:0051055	Negative regulation of lipid biosynthetic process
GO:0051060	Pullulanase activity
GO:0051066	Dihydrobiopterin metabolic process
GO:0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
GO:0051082	Unfolded protein binding
GO:0051083	De novo cotranslational protein folding
GO:0051084	De novo post-translational protein folding
GO:0051085	Chaperone cofactor-dependent protein refolding
GO:0051087	Chaperone binding
GO:0051093	Negative regulation of developmental process
GO:0051094	Positive regulation of developmental process
GO:0051095	Regulation of helicase activity
GO:0051096	Positive regulation of helicase activity
GO:0051098	Regulation of binding
GO:0051099	Positive regulation of binding
GO:0051100	Negative regulation of binding
GO:0051101	Regulation of DNA binding
GO:0051103	DNA ligation involved in DNA repair
GO:0051117	ATPase binding
GO:0051119	Sugar transmembrane transporter activity
GO:0051128	Regulation of cellular component organization
GO:0051129	Negative regulation of cellular component organization
GO:0051130	Positive regulation of cellular component organization
GO:0051131	Chaperone-mediated protein complex assembly
GO:0051139	Metal ion:proton antiporter activity
GO:0051156	Glucose 6-phosphate metabolic process
GO:0051167	Xylulose 5-phosphate metabolic process
GO:0051171	Regulation of nitrogen compound metabolic process
GO:0051172	Negative regulation of nitrogen compound metabolic process
GO:0051173	Positive regulation of nitrogen compound metabolic process
GO:0051174	Regulation of phosphorus metabolic process
GO:0051179	Localization
GO:0051180	Vitamin transport
GO:0051189	Prosthetic group metabolic process
GO:0051192	Prosthetic group binding
GO:0051205	Protein insertion into membrane
GO:0051213	Dioxygenase activity
GO:0051234	Establishment of localization
GO:0051246	Regulation of protein metabolic process
GO:0051247	Positive regulation of protein metabolic process
GO:0051248	Negative regulation of protein metabolic process
GO:0051252	Regulation of RNA metabolic process
GO:0051253	Negative regulation of RNA metabolic process
GO:0051254	Positive regulation of RNA metabolic process
GO:0051258	Protein polymerization
GO:0051259	Protein complex oligomerization
GO:0051266	Sirohydrochlorin ferrochelatase activity
GO:0051273	Beta-glucan metabolic process
GO:0051275	Beta-glucan catabolic process
GO:0051276	Chromosome organization
GO:0051286	Cell tip
GO:0051287	NAD binding
GO:0051291	Protein heterooligomerization
GO:0051301	Cell division
GO:0051302	Regulation of cell division
GO:0051304	Chromosome separation
GO:0051336	Regulation of hydrolase activity
GO:0051338	Regulation of transferase activity
GO:0051339	Regulation of lyase activity
GO:0051346	Negative regulation of hydrolase activity
GO:0051347	Positive regulation of transferase activity
GO:0051349	Positive regulation of lyase activity
GO:0051409	Response to nitrosative stress
GO:0051453	Regulation of intracellular pH
GO:0051483	Terpenoid biosynthetic process, mevalonate-independent
GO:0051484	Isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process
GO:0051499	D-aminoacyl-tRNA deacylase activity
GO:0051500	D-tyrosyl-tRNA(Tyr) deacylase activity
GO:0051536	Iron-sulfur cluster binding
GO:0051537	2 iron, 2 sulfur cluster binding
GO:0051538	3 iron, 4 sulfur cluster binding
GO:0051539	4 iron, 4 sulfur cluster binding
GO:0051540	Metal cluster binding
GO:0051596	Methylglyoxal catabolic process
GO:0051603	Proteolysis involved in protein catabolic process
GO:0051604	Protein maturation
GO:0051606	Detection of stimulus
GO:0051607	Defense response to virus
GO:0051641	Cellular localization
GO:0051649	Establishment of localization in cell
GO:0051668	Localization within membrane
GO:0051669	Fructan beta-fructosidase activity
GO:0051701	Biological process involved in interaction with host
GO:0051703	Biological process involved in intraspecies interaction between organisms
GO:0051707	Response to other organism
GO:0051716	Cellular response to stimulus
GO:0051723	Protein methylesterase activity
GO:0051726	Regulation of cell cycle
GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity
GO:0051775	Response to redox state
GO:0051781	Positive regulation of cell division
GO:0051782	Negative regulation of cell division
GO:0051790	Short-chain fatty acid biosynthetic process
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity
GO:0051920	Peroxiredoxin activity
GO:0051991	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity
GO:0051992	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity
GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity
GO:0051998	Protein carboxyl O-methyltransferase activity
GO:0052381	tRNA dimethylallyltransferase activity
GO:0052547	Regulation of peptidase activity
GO:0052548	Regulation of endopeptidase activity
GO:0052590	sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity
GO:0052591	sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity
GO:0052592	Oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor
GO:0052621	Diguanylate cyclase activity
GO:0052646	Alditol phosphate metabolic process
GO:0052652	Cyclic purine nucleotide metabolic process
GO:0052654	L-leucine transaminase activity
GO:0052655	L-valine transaminase activity
GO:0052656	L-isoleucine transaminase activity
GO:0052657	Guanine phosphoribosyltransferase activity
GO:0052689	Carboxylic ester hydrolase activity
GO:0052692	Raffinose alpha-galactosidase activity
GO:0052693	Epoxyqueuosine reductase activity
GO:0052717	tRNA-specific adenosine-34 deaminase activity
GO:0052745	Inositol phosphate phosphatase activity
GO:0052821	DNA-7-methyladenine glycosylase activity
GO:0052822	DNA-3-methylguanine glycosylase activity
GO:0052832	Inositol monophosphate 3-phosphatase activity
GO:0052833	Inositol monophosphate 4-phosphatase activity
GO:0052834	Inositol monophosphate phosphatase activity
GO:0052837	Thiazole biosynthetic process
GO:0052838	Thiazole metabolic process
GO:0052855	ADP-dependent NAD(P)H-hydrate dehydratase activity
GO:0052856	NADHX epimerase activity
GO:0052857	NADPHX epimerase activity
GO:0052863	1-deoxy-D-xylulose 5-phosphate metabolic process
GO:0052865	1-deoxy-D-xylulose 5-phosphate biosynthetic process
GO:0052873	FMN reductase (NADPH) activity
GO:0052874	FMN reductase (NADH) activity
GO:0052881	4-hydroxyphenylacetate 3-monooxygenase activity
GO:0052906	tRNA (guanine(37)-N(1))-methyltransferase activity
GO:0052908	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity
GO:0052927	CTP:tRNA cytidylyltransferase activity
GO:0052928	CTP:3-cytidine-tRNA cytidylyltransferase activity
GO:0052929	ATP:3-cytidine-cytidine-tRNA adenylyltransferase activity
GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing
GO:0055065	Metal ion homeostasis
GO:0055067	Monovalent inorganic cation homeostasis
GO:0055070	Copper ion homeostasis
GO:0055071	Manganese ion homeostasis
GO:0055072	Iron ion homeostasis
GO:0055074	Calcium ion homeostasis
GO:0055076	Transition metal ion homeostasis
GO:0055080	Cation homeostasis
GO:0055082	Cellular chemical homeostasis
GO:0055085	Transmembrane transport
GO:0055086	Nucleobase-containing small molecule metabolic process
GO:0055088	Lipid homeostasis
GO:0055091	Phospholipid homeostasis
GO:0055129	L-proline biosynthetic process
GO:0060089	Molecular transducer activity
GO:0060090	Molecular adaptor activity
GO:0060187	Cell pole
GO:0060245	Detection of cell density
GO:0060255	Regulation of macromolecule metabolic process
GO:0060491	Regulation of cell projection assembly
GO:0060566	Positive regulation of DNA-templated transcription, termination
GO:0060567	Negative regulation of DNA-templated transcription, termination
GO:0060590	ATPase regulator activity
GO:0061024	Membrane organization
GO:0061077	Chaperone-mediated protein folding
GO:0061134	Peptidase regulator activity
GO:0061135	Endopeptidase regulator activity
GO:0061136	Regulation of proteasomal protein catabolic process
GO:0061503	tRNA threonylcarbamoyladenosine dehydratase
GO:0061504	Cyclic threonylcarbamoyladenosine biosynthetic process
GO:0061513	Glucose 6-phosphate:inorganic phosphate antiporter activity
GO:0061522	1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity
GO:0061599	Molybdopterin molybdotransferase activity
GO:0061603	Molybdenum cofactor guanylyltransferase activity
GO:0061605	Molybdopterin-synthase adenylyltransferase activity
GO:0061615	Glycolytic process through fructose-6-phosphate
GO:0061620	Glycolytic process through glucose-6-phosphate
GO:0061621	Canonical glycolysis
GO:0061627	S-methylmethionine-homocysteine S-methyltransferase activity
GO:0061695	Transferase complex, transferring phosphorus-containing groups
GO:0061710	L-threonylcarbamoyladenylate synthase
GO:0061711	N(6)-L-threonylcarbamoyladenine synthase activity
GO:0061712	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
GO:0061718	Glucose catabolic process to pyruvate
GO:0061727	Methylglyoxal catabolic process to lactate
GO:0061731	Ribonucleoside-diphosphate reductase activity
GO:0061770	Translation elongation factor binding
GO:0061783	Peptidoglycan muralytic activity
GO:0061798	GTP 3,8-cyclase activity
GO:0061799	Cyclic pyranopterin monophosphate synthase activity
GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating
GO:0061929	Gamma-glutamylaminecyclotransferase activity
GO:0061984	Catabolite repression
GO:0061985	Carbon catabolite repression
GO:0061986	Negative regulation of transcription by glucose
GO:0061990	Beta-ketodecanoyl-[acyl-carrier-protein] synthase activity
GO:0062012	Regulation of small molecule metabolic process
GO:0062014	Negative regulation of small molecule metabolic process
GO:0062039	Biofilm matrix
GO:0062105	RNA 2-O-methyltransferase activity
GO:0062192	L-rhamnose mutarotase activity
GO:0062193	D-ribose pyranase activity
GO:0062197	Cellular response to chemical stress
GO:0065002	Intracellular protein transmembrane transport
GO:0065003	Protein-containing complex assembly
GO:0065007	Biological regulation
GO:0065008	Regulation of biological quality
GO:0065009	Regulation of molecular function
GO:0070001	Aspartic-type peptidase activity
GO:0070003	Threonine-type peptidase activity
GO:0070006	Metalloaminopeptidase activity
GO:0070008	Serine-type exopeptidase activity
GO:0070037	rRNA (pseudouridine) methyltransferase activity
GO:0070038	rRNA (pseudouridine-N3-)-methyltransferase activity
GO:0070040	rRNA (adenine-C2-)-methyltransferase activity
GO:0070041	rRNA (uridine-C5-)-methyltransferase activity
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity
GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
GO:0070063	RNA polymerase binding
GO:0070069	Cytochrome complex
GO:0070084	Protein initiator methionine removal
GO:0070085	Glycosylation
GO:0070095	fructose-6-phosphate binding
GO:0070178	D-serine metabolic process
GO:0070180	Large ribosomal subunit rRNA binding
GO:0070181	Small ribosomal subunit rRNA binding
GO:0070191	methionine-R-sulfoxide reductase activity
GO:0070204	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
GO:0070205	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity
GO:0070279	Vitamin B6 binding
GO:0070297	Regulation of phosphorelay signal transduction system
GO:0070330	Aromatase activity
GO:0070394	Lipoteichoic acid metabolic process
GO:0070395	Lipoteichoic acid biosynthetic process
GO:0070400	Teichoic acid D-alanylation
GO:0070401	NADP+ binding
GO:0070402	NADPH binding
GO:0070403	NAD+ binding
GO:0070404	NADH binding
GO:0070406	Glutamine binding
GO:0070417	Cellular response to cold
GO:0070469	Respirasome
GO:0070475	rRNA base methylation
GO:0070476	rRNA (guanine-N7)-methylation
GO:0070492	Oligosaccharide binding
GO:0070497	6-carboxy-5,6,7,8-tetrahydropterin synthase activity
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
GO:0070548	L-glutamine aminotransferase activity
GO:0070566	Adenylyltransferase activity
GO:0070567	Cytidylyltransferase activity
GO:0070568	Guanylyltransferase activity
GO:0070569	Uridylyltransferase activity
GO:0070574	Cadmium ion transmembrane transport
GO:0070588	Calcium ion transmembrane transport
GO:0070589	Cellular component macromolecule biosynthetic process
GO:0070590	Spore wall biogenesis
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
GO:0070677	rRNA (cytosine-2-O-)-methyltransferase activity
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation
GO:0070726	Cell wall assembly
GO:0070727	Cellular macromolecule localization
GO:0070778	L-aspartate transmembrane transport
GO:0070813	Hydrogen sulfide metabolic process
GO:0070814	Hydrogen sulfide biosynthetic process
GO:0070818	Protoporphyrinogen oxidase activity
GO:0070887	Cellular response to chemical stimulus
GO:0070905	Serine binding
GO:0070925	Organelle assembly
GO:0070929	Trans-translation
GO:0070930	Trans-translation-dependent protein tagging
GO:0070972	Protein localization to endoplasmic reticulum
GO:0070981	L-asparagine biosynthetic process
GO:0070982	L-asparagine metabolic process
GO:0070988	Demethylation
GO:0071103	DNA conformation change
GO:0071214	Cellular response to abiotic stimulus
GO:0071216	Cellular response to biotic stimulus
GO:0071219	Cellular response to molecule of bacterial origin
GO:0071224	Cellular response to peptidoglycan
GO:0071236	Cellular response to antibiotic
GO:0071239	Cellular response to streptomycin
GO:0071241	Cellular response to inorganic substance
GO:0071248	Cellular response to metal ion
GO:0071265	L-methionine biosynthetic process
GO:0071266	De novo L-methionine biosynthetic process
GO:0071267	L-methionine salvage
GO:0071270	1-butanol metabolic process
GO:0071271	1-butanol biosynthetic process
GO:0071281	Cellular response to iron ion
GO:0071310	Cellular response to organic substance
GO:0071311	Cellular response to acetate
GO:0071322	Cellular response to carbohydrate stimulus
GO:0071326	Cellular response to monosaccharide stimulus
GO:0071331	Cellular response to hexose stimulus
GO:0071333	Cellular response to glucose stimulus
GO:0071417	Cellular response to organonitrogen compound
GO:0071421	Manganese ion transmembrane transport
GO:0071422	Succinate transmembrane transport
GO:0071423	Malate transmembrane transport
GO:0071424	rRNA (cytosine-N4-)-methyltransferase activity
GO:0071450	Cellular response to oxygen radical
GO:0071451	Cellular response to superoxide
GO:0071466	Cellular response to xenobiotic stimulus
GO:0071470	Cellular response to osmotic stress
GO:0071495	Cellular response to endogenous stimulus
GO:0071496	Cellular response to external stimulus
GO:0071500	Cellular response to nitrosative stress
GO:0071513	Phosphopantothenoylcysteine decarboxylase complex
GO:0071545	Inositol phosphate catabolic process
GO:0071554	Cell wall organization or biogenesis
GO:0071555	Cell wall organization
GO:0071577	Zinc ion transmembrane transport
GO:0071586	CAAX-box protein processing
GO:0071616	acyl-CoA biosynthetic process
GO:0071617	Lysophospholipid acyltransferase activity
GO:0071692	Protein localization to extracellular region
GO:0071702	Organic substance transport
GO:0071704	Organic substance metabolic process
GO:0071705	Nitrogen compound transport
GO:0071766	Actinobacterium-type cell wall biogenesis
GO:0071770	DIM/DIP cell wall layer assembly
GO:0071792	Bacillithiol metabolic process
GO:0071793	Bacillithiol biosynthetic process
GO:0071805	Potassium ion transmembrane transport
GO:0071806	Protein transmembrane transport
GO:0071826	Ribonucleoprotein complex subunit organization
GO:0071840	Cellular component organization or biogenesis
GO:0071890	Bicarbonate binding
GO:0071897	DNA biosynthetic process
GO:0071913	Citrate secondary active transmembrane transporter activity
GO:0071934	Thiamine transmembrane transport
GO:0071941	Nitrogen cycle metabolic process
GO:0071944	Cell periphery
GO:0071949	FAD binding
GO:0071951	Conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0071972	Peptidoglycan L,D-transpeptidase activity
GO:0071973	Bacterial-type flagellum-dependent cell motility
GO:0071978	Bacterial-type flagellum-dependent swarming motility
GO:0072329	Monocarboxylic acid catabolic process
GO:0072330	Monocarboxylic acid biosynthetic process
GO:0072337	Modified amino acid transport
GO:0072338	Cellular lactam metabolic process
GO:0072340	Cellular lactam catabolic process
GO:0072341	Modified amino acid binding
GO:0072344	Rescue of stalled ribosome
GO:0072348	Sulfur compound transport
GO:0072349	Modified amino acid transmembrane transporter activity
GO:0072350	Tricarboxylic acid metabolic process
GO:0072387	Flavin adenine dinucleotide metabolic process
GO:0072388	Flavin adenine dinucleotide biosynthetic process
GO:0072488	Ammonium transmembrane transport
GO:0072490	Toluene-containing compound metabolic process
GO:0072491	Toluene-containing compound catabolic process
GO:0072503	Cellular divalent inorganic cation homeostasis
GO:0072507	Divalent inorganic cation homeostasis
GO:0072521	Purine-containing compound metabolic process
GO:0072522	Purine-containing compound biosynthetic process
GO:0072523	Purine-containing compound catabolic process
GO:0072524	Pyridine-containing compound metabolic process
GO:0072525	Pyridine-containing compound biosynthetic process
GO:0072526	Pyridine-containing compound catabolic process
GO:0072527	Pyrimidine-containing compound metabolic process
GO:0072528	Pyrimidine-containing compound biosynthetic process
GO:0072529	Pyrimidine-containing compound catabolic process
GO:0072530	Purine-containing compound transmembrane transport
GO:0072531	Pyrimidine-containing compound transmembrane transport
GO:0072593	Reactive oxygen species metabolic process
GO:0072594	Establishment of protein localization to organelle
GO:0072599	Establishment of protein localization to endoplasmic reticulum
